copied_path,copied_file,folder_from_path,file_key,true_folder,final_pred,stage1_pred,stage2_pred,stage1_prob_defect,correct_1or0
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_703441__lot_lot43162__wafer_14.0.png,idx_703441__lot_lot43162__wafer_14.0.png,None,idx_703441__lot_lot43162__wafer_14.0.png,None,Loc,Defect,Loc,0.49254137,0
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_703518__lot_lot43165__wafer_16.0.png,idx_703518__lot_lot43165__wafer_16.0.png,None,idx_703518__lot_lot43165__wafer_16.0.png,None,None,None,Loc,6.243012e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_706775__lot_lot43296__wafer_24.0.png,idx_706775__lot_lot43296__wafer_24.0.png,None,idx_706775__lot_lot43296__wafer_24.0.png,None,None,None,Loc,0.002176751,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_712671__lot_lot43534__wafer_10.0.png,idx_712671__lot_lot43534__wafer_10.0.png,None,idx_712671__lot_lot43534__wafer_10.0.png,None,Edge-loc,Defect,Edge-loc,0.56958985,0
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_713000__lot_lot43547__wafer_22.0.png,idx_713000__lot_lot43547__wafer_22.0.png,None,idx_713000__lot_lot43547__wafer_22.0.png,None,None,None,Loc,6.291505e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_715435__lot_lot43645__wafer_11.0.png,idx_715435__lot_lot43645__wafer_11.0.png,None,idx_715435__lot_lot43645__wafer_11.0.png,None,None,None,Edge-loc,0.0005029517,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_717796__lot_lot43740__wafer_20.0.png,idx_717796__lot_lot43740__wafer_20.0.png,None,idx_717796__lot_lot43740__wafer_20.0.png,None,None,None,Loc,0.00022122603,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_721478__lot_lot43889__wafer_13.0.png,idx_721478__lot_lot43889__wafer_13.0.png,None,idx_721478__lot_lot43889__wafer_13.0.png,None,None,None,Loc,2.3044891e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_721732__lot_lot43899__wafer_17.0.png,idx_721732__lot_lot43899__wafer_17.0.png,None,idx_721732__lot_lot43899__wafer_17.0.png,None,Edge-loc,Defect,Edge-loc,0.92216283,0
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_723031__lot_lot43951__wafer_16.0.png,idx_723031__lot_lot43951__wafer_16.0.png,None,idx_723031__lot_lot43951__wafer_16.0.png,None,None,None,Loc,0.087754,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_738540__lot_lot44583__wafer_17.0.png,idx_738540__lot_lot44583__wafer_17.0.png,None,idx_738540__lot_lot44583__wafer_17.0.png,None,None,None,Loc,0.000104239676,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_742546__lot_lot44746__wafer_3.0.png,idx_742546__lot_lot44746__wafer_3.0.png,None,idx_742546__lot_lot44746__wafer_3.0.png,None,None,None,Loc,7.988344e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_749043__lot_lot45006__wafer_10.0.png,idx_749043__lot_lot45006__wafer_10.0.png,None,idx_749043__lot_lot45006__wafer_10.0.png,None,None,None,Loc,0.00047170176,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_750082__lot_lot45048__wafer_2.0.png,idx_750082__lot_lot45048__wafer_2.0.png,None,idx_750082__lot_lot45048__wafer_2.0.png,None,None,None,Loc,6.123623e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_752999__lot_lot45166__wafer_4.0.png,idx_752999__lot_lot45166__wafer_4.0.png,None,idx_752999__lot_lot45166__wafer_4.0.png,None,None,None,Loc,7.366485e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_755841__lot_lot45279__wafer_21.0.png,idx_755841__lot_lot45279__wafer_21.0.png,None,idx_755841__lot_lot45279__wafer_21.0.png,None,None,None,Loc,0.032419786,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_759798__lot_lot45440__wafer_13.0.png,idx_759798__lot_lot45440__wafer_13.0.png,None,idx_759798__lot_lot45440__wafer_13.0.png,None,None,None,Loc,7.7116754e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_761330__lot_lot45502__wafer_16.0.png,idx_761330__lot_lot45502__wafer_16.0.png,None,idx_761330__lot_lot45502__wafer_16.0.png,None,Center,Defect,Center,0.5721264,0
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_764258__lot_lot45621__wafer_12.0.png,idx_764258__lot_lot45621__wafer_12.0.png,None,idx_764258__lot_lot45621__wafer_12.0.png,None,None,None,Loc,0.0047777835,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_765075__lot_lot45655__wafer_8.0.png,idx_765075__lot_lot45655__wafer_8.0.png,None,idx_765075__lot_lot45655__wafer_8.0.png,None,None,None,Loc,0.00038807132,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_765115__lot_lot45656__wafer_23.0.png,idx_765115__lot_lot45656__wafer_23.0.png,None,idx_765115__lot_lot45656__wafer_23.0.png,None,None,None,Loc,0.00033816815,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_768759__lot_lot45804__wafer_15.0.png,idx_768759__lot_lot45804__wafer_15.0.png,None,idx_768759__lot_lot45804__wafer_15.0.png,None,None,None,Loc,2.7658809e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_769160__lot_lot45820__wafer_16.0.png,idx_769160__lot_lot45820__wafer_16.0.png,None,idx_769160__lot_lot45820__wafer_16.0.png,None,None,None,Loc,8.751168e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_770071__lot_lot45857__wafer_10.0.png,idx_770071__lot_lot45857__wafer_10.0.png,None,idx_770071__lot_lot45857__wafer_10.0.png,None,None,None,Loc,0.00010412354,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_777356__lot_lot46158__wafer_10.0.png,idx_777356__lot_lot46158__wafer_10.0.png,None,idx_777356__lot_lot46158__wafer_10.0.png,None,None,None,Loc,0.00024423745,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_778224__lot_lot46194__wafer_3.0.png,idx_778224__lot_lot46194__wafer_3.0.png,None,idx_778224__lot_lot46194__wafer_3.0.png,None,None,None,Loc,0.00014974784,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_780339__lot_lot46279__wafer_16.0.png,idx_780339__lot_lot46279__wafer_16.0.png,None,idx_780339__lot_lot46279__wafer_16.0.png,None,None,None,Loc,0.00036129114,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_783951__lot_lot46425__wafer_9.0.png,idx_783951__lot_lot46425__wafer_9.0.png,None,idx_783951__lot_lot46425__wafer_9.0.png,None,None,None,Loc,0.00010086182,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_789445__lot_lot46647__wafer_7.0.png,idx_789445__lot_lot46647__wafer_7.0.png,None,idx_789445__lot_lot46647__wafer_7.0.png,None,None,None,Loc,0.013885725,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_790603__lot_lot46694__wafer_25.0.png,idx_790603__lot_lot46694__wafer_25.0.png,None,idx_790603__lot_lot46694__wafer_25.0.png,None,None,None,Loc,0.0012718665,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_796804__lot_lot46945__wafer_21.0.png,idx_796804__lot_lot46945__wafer_21.0.png,None,idx_796804__lot_lot46945__wafer_21.0.png,None,None,None,Loc,0.0001969862,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_805215__lot_lot47287__wafer_16.0.png,idx_805215__lot_lot47287__wafer_16.0.png,None,idx_805215__lot_lot47287__wafer_16.0.png,None,None,None,Loc,0.000747662,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_805974__lot_lot47318__wafer_18.0.png,idx_805974__lot_lot47318__wafer_18.0.png,None,idx_805974__lot_lot47318__wafer_18.0.png,None,None,None,Loc,0.00029175868,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\Random\idx_642396__lot_lot40438__wafer_12.0.png,idx_642396__lot_lot40438__wafer_12.0.png,Random,idx_642396__lot_lot40438__wafer_12.0.png,Random,Random,Defect,Random,1.0,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\Scratch\idx_285651__lot_lot17441__wafer_3.0.png,idx_285651__lot_lot17441__wafer_3.0.png,Scratch,idx_285651__lot_lot17441__wafer_3.0.png,Scratch,Scratch,Defect,Scratch,0.9924015,1
