seed,class_name,original_idx,path,relpath
42,Center,1773,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590384__lot_lot36843__wafer_25.0.png,Center\idx_590384__lot_lot36843__wafer_25.0.png
42,Center,607,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_361825__lot_lot21658__wafer_12.0.png,Center\idx_361825__lot_lot21658__wafer_12.0.png
42,Center,158,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_152892__lot_lot9915__wafer_24.0.png,Center\idx_152892__lot_lot9915__wafer_24.0.png
42,Center,175,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_158959__lot_lot10236__wafer_8.0.png,Center\idx_158959__lot_lot10236__wafer_8.0.png
42,Center,1687,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_589872__lot_lot36815__wafer_24.0.png,Center\idx_589872__lot_lot36815__wafer_24.0.png
42,Center,1421,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_588070__lot_lot36694__wafer_11.0.png,Center\idx_588070__lot_lot36694__wafer_11.0.png
42,Center,1138,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_574724__lot_lot35967__wafer_10.0.png,Center\idx_574724__lot_lot35967__wafer_10.0.png
42,Center,854,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_526555__lot_lot32944__wafer_20.0.png,Center\idx_526555__lot_lot32944__wafer_20.0.png
42,Center,2977,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_805774__lot_lot47310__wafer_13.0.png,Center\idx_805774__lot_lot47310__wafer_13.0.png
42,Center,2747,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_763707__lot_lot45598__wafer_13.0.png,Center\idx_763707__lot_lot45598__wafer_13.0.png
42,Center,2932,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_774511__lot_lot46040__wafer_13.0.png,Center\idx_774511__lot_lot46040__wafer_13.0.png
42,Center,1157,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_586141__lot_lot36547__wafer_12.0.png,Center\idx_586141__lot_lot36547__wafer_12.0.png
42,Center,2898,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764853__lot_lot45645__wafer_25.0.png,Center\idx_764853__lot_lot45645__wafer_25.0.png
42,Center,1725,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590101__lot_lot36830__wafer_14.0.png,Center\idx_590101__lot_lot36830__wafer_14.0.png
42,Center,1983,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_591759__lot_lot36947__wafer_1.0.png,Center\idx_591759__lot_lot36947__wafer_1.0.png
42,Center,2839,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764528__lot_lot45632__wafer_7.0.png,Center\idx_764528__lot_lot45632__wafer_7.0.png
42,Center,1613,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_589471__lot_lot36778__wafer_25.0.png,Center\idx_589471__lot_lot36778__wafer_25.0.png
42,Center,2558,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_699234__lot_lot42993__wafer_1.0.png,Center\idx_699234__lot_lot42993__wafer_1.0.png
42,Center,2182,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_628062__lot_lot39479__wafer_11.0.png,Center\idx_628062__lot_lot39479__wafer_11.0.png
42,Center,2178,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_628054__lot_lot39479__wafer_1.0.png,Center\idx_628054__lot_lot39479__wafer_1.0.png
42,Center,298,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_187583__lot_lot11914__wafer_4.0.png,Center\idx_187583__lot_lot11914__wafer_4.0.png
42,Center,1855,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590855__lot_lot36898__wafer_12.0.png,Center\idx_590855__lot_lot36898__wafer_12.0.png
42,Center,1984,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_591762__lot_lot36947__wafer_4.0.png,Center\idx_591762__lot_lot36947__wafer_4.0.png
42,Center,250,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_169260__lot_lot10830__wafer_24.0.png,Center\idx_169260__lot_lot10830__wafer_24.0.png
42,Center,2682,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_760220__lot_lot45457__wafer_17.0.png,Center\idx_760220__lot_lot45457__wafer_17.0.png
42,Center,2625,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_729679__lot_lot44221__wafer_16.0.png,Center\idx_729679__lot_lot44221__wafer_16.0.png
42,Center,1439,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_588118__lot_lot36696__wafer_18.0.png,Center\idx_588118__lot_lot36696__wafer_18.0.png
42,Center,2575,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_711363__lot_lot43481__wafer_21.0.png,Center\idx_711363__lot_lot43481__wafer_21.0.png
42,Center,1487,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_588467__lot_lot36718__wafer_18.0.png,Center\idx_588467__lot_lot36718__wafer_18.0.png
42,Center,2846,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764535__lot_lot45632__wafer_14.0.png,Center\idx_764535__lot_lot45632__wafer_14.0.png
42,Center,2531,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_690646__lot_lot42645__wafer_24.0.png,Center\idx_690646__lot_lot42645__wafer_24.0.png
42,Center,2969,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_796683__lot_lot46940__wafer_25.0.png,Center\idx_796683__lot_lot46940__wafer_25.0.png
42,Center,1175,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_586324__lot_lot36557__wafer_1.0.png,Center\idx_586324__lot_lot36557__wafer_1.0.png
42,Center,889,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_528227__lot_lot33078__wafer_5.0.png,Center\idx_528227__lot_lot33078__wafer_5.0.png
42,Center,1057,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_574270__lot_lot35937__wafer_1.0.png,Center\idx_574270__lot_lot35937__wafer_1.0.png
42,Center,2870,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764728__lot_lot45640__wafer_7.0.png,Center\idx_764728__lot_lot45640__wafer_7.0.png
42,Center,70,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_096012__lot_lot6748__wafer_11.0.png,Center\idx_096012__lot_lot6748__wafer_11.0.png
42,Center,47,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_086317__lot_lot6174__wafer_4.0.png,Center\idx_086317__lot_lot6174__wafer_4.0.png
42,Center,1812,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590587__lot_lot36872__wafer_14.0.png,Center\idx_590587__lot_lot36872__wafer_14.0.png
42,Center,2190,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_628103__lot_lot39484__wafer_4.0.png,Center\idx_628103__lot_lot39484__wafer_4.0.png
42,Center,2654,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_755691__lot_lot45273__wafer_21.0.png,Center\idx_755691__lot_lot45273__wafer_21.0.png
42,Center,2284,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_629199__lot_lot39578__wafer_16.0.png,Center\idx_629199__lot_lot39578__wafer_16.0.png
42,Center,1799,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590520__lot_lot36865__wafer_1.0.png,Center\idx_590520__lot_lot36865__wafer_1.0.png
42,Center,2723,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_762230__lot_lot45539__wafer_3.0.png,Center\idx_762230__lot_lot45539__wafer_3.0.png
42,Center,1055,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_574229__lot_lot35935__wafer_2.0.png,Center\idx_574229__lot_lot35935__wafer_2.0.png
42,Center,1386,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_587869__lot_lot36678__wafer_25.0.png,Center\idx_587869__lot_lot36678__wafer_25.0.png
42,Center,1014,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_573955__lot_lot35918__wafer_18.0.png,Center\idx_573955__lot_lot35918__wafer_18.0.png
42,Center,2664,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_757496__lot_lot45347__wafer_7.0.png,Center\idx_757496__lot_lot45347__wafer_7.0.png
42,Center,2454,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_655983__lot_lot40994__wafer_9.0.png,Center\idx_655983__lot_lot40994__wafer_9.0.png
42,Center,665,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_393457__lot_lot23597__wafer_23.0.png,Center\idx_393457__lot_lot23597__wafer_23.0.png
42,Center,845,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_526042__lot_lot32899__wafer_12.0.png,Center\idx_526042__lot_lot32899__wafer_12.0.png
42,Center,2758,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764314__lot_lot45623__wafer_18.0.png,Center\idx_764314__lot_lot45623__wafer_18.0.png
42,Center,2428,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_646171__lot_lot40590__wafer_20.0.png,Center\idx_646171__lot_lot40590__wafer_20.0.png
42,Center,1388,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_587881__lot_lot36681__wafer_11.0.png,Center\idx_587881__lot_lot36681__wafer_11.0.png
42,Center,2655,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_755937__lot_lot45283__wafer_17.0.png,Center\idx_755937__lot_lot45283__wafer_17.0.png
42,Center,530,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_310787__lot_lot18905__wafer_7.0.png,Center\idx_310787__lot_lot18905__wafer_7.0.png
42,Center,2049,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_592230__lot_lot36990__wafer_21.0.png,Center\idx_592230__lot_lot36990__wafer_21.0.png
42,Center,2905,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764876__lot_lot45646__wafer_23.0.png,Center\idx_764876__lot_lot45646__wafer_23.0.png
42,Center,668,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_393478__lot_lot23598__wafer_19.0.png,Center\idx_393478__lot_lot23598__wafer_19.0.png
42,Center,342,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_202142__lot_lot12886__wafer_8.0.png,Center\idx_202142__lot_lot12886__wafer_8.0.png
42,Center,2109,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_616518__lot_lot38711__wafer_11.0.png,Center\idx_616518__lot_lot38711__wafer_11.0.png
42,Center,419,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_255167__lot_lot15802__wafer_14.0.png,Center\idx_255167__lot_lot15802__wafer_14.0.png
42,Center,1928,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_591290__lot_lot36923__wafer_23.0.png,Center\idx_591290__lot_lot36923__wafer_23.0.png
42,Center,2054,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_592241__lot_lot36991__wafer_10.0.png,Center\idx_592241__lot_lot36991__wafer_10.0.png
42,Center,1792,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590486__lot_lot36858__wafer_23.0.png,Center\idx_590486__lot_lot36858__wafer_23.0.png
42,Center,68,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_095898__lot_lot6743__wafer_22.0.png,Center\idx_095898__lot_lot6743__wafer_22.0.png
42,Center,354,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_209795__lot_lot13408__wafer_6.0.png,Center\idx_209795__lot_lot13408__wafer_6.0.png
42,Center,872,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_527432__lot_lot32990__wafer_21.0.png,Center\idx_527432__lot_lot32990__wafer_21.0.png
42,Center,803,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_524175__lot_lot32780__wafer_22.0.png,Center\idx_524175__lot_lot32780__wafer_22.0.png
42,Center,45,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_086268__lot_lot6172__wafer_5.0.png,Center\idx_086268__lot_lot6172__wafer_5.0.png
42,Center,113,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_129964__lot_lot8504__wafer_19.0.png,Center\idx_129964__lot_lot8504__wafer_19.0.png
42,Center,1236,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_586757__lot_lot36599__wafer_6.0.png,Center\idx_586757__lot_lot36599__wafer_6.0.png
42,Center,2787,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764392__lot_lot45626__wafer_21.0.png,Center\idx_764392__lot_lot45626__wafer_21.0.png
42,Center,1009,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_573934__lot_lot35917__wafer_20.0.png,Center\idx_573934__lot_lot35917__wafer_20.0.png
42,Center,2148,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_627895__lot_lot39441__wafer_4.0.png,Center\idx_627895__lot_lot39441__wafer_4.0.png
42,Center,1747,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590199__lot_lot36834__wafer_14.0.png,Center\idx_590199__lot_lot36834__wafer_14.0.png
42,Center,381,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_247181__lot_lot15438__wafer_4.0.png,Center\idx_247181__lot_lot15438__wafer_4.0.png
42,Center,2950,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_776043__lot_lot46105__wafer_17.0.png,Center\idx_776043__lot_lot46105__wafer_17.0.png
42,Center,795,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_524134__lot_lot32779__wafer_6.0.png,Center\idx_524134__lot_lot32779__wafer_6.0.png
42,Center,1213,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_586630__lot_lot36585__wafer_18.0.png,Center\idx_586630__lot_lot36585__wafer_18.0.png
42,Center,511,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_293233__lot_lot17964__wafer_24.0.png,Center\idx_293233__lot_lot17964__wafer_24.0.png
42,Center,17,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_080740__lot_lot5829__wafer_18.0.png,Center\idx_080740__lot_lot5829__wafer_18.0.png
42,Center,957,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_561585__lot_lot35304__wafer_22.0.png,Center\idx_561585__lot_lot35304__wafer_22.0.png
42,Center,849,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_526441__lot_lot32939__wafer_24.0.png,Center\idx_526441__lot_lot32939__wafer_24.0.png
42,Center,2906,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764877__lot_lot45646__wafer_24.0.png,Center\idx_764877__lot_lot45646__wafer_24.0.png
42,Center,1731,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_590128__lot_lot36831__wafer_17.0.png,Center\idx_590128__lot_lot36831__wafer_17.0.png
42,Center,1411,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_587999__lot_lot36687__wafer_19.0.png,Center\idx_587999__lot_lot36687__wafer_19.0.png
42,Center,2504,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_683536__lot_lot42353__wafer_9.0.png,Center\idx_683536__lot_lot42353__wafer_9.0.png
42,Center,2076,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_592454__lot_lot37013__wafer_19.0.png,Center\idx_592454__lot_lot37013__wafer_19.0.png
42,Center,1452,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_588205__lot_lot36707__wafer_2.0.png,Center\idx_588205__lot_lot36707__wafer_2.0.png
42,Center,2927,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_772848__lot_lot45971__wafer_6.0.png,Center\idx_772848__lot_lot45971__wafer_6.0.png
42,Center,2003,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_591910__lot_lot36961__wafer_8.0.png,Center\idx_591910__lot_lot36961__wafer_8.0.png
42,Center,303,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_189980__lot_lot12075__wafer_8.0.png,Center\idx_189980__lot_lot12075__wafer_8.0.png
42,Center,2592,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_713990__lot_lot43587__wafer_12.0.png,Center\idx_713990__lot_lot43587__wafer_12.0.png
42,Center,2856,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764618__lot_lot45635__wafer_22.0.png,Center\idx_764618__lot_lot45635__wafer_22.0.png
42,Center,2868,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764713__lot_lot45639__wafer_17.0.png,Center\idx_764713__lot_lot45639__wafer_17.0.png
42,Center,1369,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_587797__lot_lot36673__wafer_23.0.png,Center\idx_587797__lot_lot36673__wafer_23.0.png
42,Center,1375,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_587816__lot_lot36674__wafer_19.0.png,Center\idx_587816__lot_lot36674__wafer_19.0.png
42,Center,1306,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_587400__lot_lot36642__wafer_16.0.png,Center\idx_587400__lot_lot36642__wafer_16.0.png
42,Center,2765,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_764326__lot_lot45624__wafer_5.0.png,Center\idx_764326__lot_lot45624__wafer_5.0.png
42,Center,2004,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_591913__lot_lot36961__wafer_19.0.png,Center\idx_591913__lot_lot36961__wafer_19.0.png
42,Center,1145,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_577877__lot_lot36113__wafer_17.0.png,Center\idx_577877__lot_lot36113__wafer_17.0.png
42,Center,418,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_255166__lot_lot15802__wafer_2.0.png,Center\idx_255166__lot_lot15802__wafer_2.0.png
42,Center,18,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_083418__lot_lot5944__wafer_7.0.png,Center\idx_083418__lot_lot5944__wafer_7.0.png
42,Center,510,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_293231__lot_lot17964__wafer_22.0.png,Center\idx_293231__lot_lot17964__wafer_22.0.png
42,Center,783,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_424286__lot_lot25453__wafer_4.0.png,Center\idx_424286__lot_lot25453__wafer_4.0.png
42,Center,178,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_158974__lot_lot10237__wafer_8.0.png,Center\idx_158974__lot_lot10237__wafer_8.0.png
42,Center,1517,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_588575__lot_lot36723__wafer_9.0.png,Center\idx_588575__lot_lot36723__wafer_9.0.png
42,Center,2708,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_761836__lot_lot45522__wafer_22.0.png,Center\idx_761836__lot_lot45522__wafer_22.0.png
42,Center,1960,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_591556__lot_lot36938__wafer_23.0.png,Center\idx_591556__lot_lot36938__wafer_23.0.png
42,Center,367,C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\newdataset\train\Center\idx_220436__lot_lot13930__wafer_11.0.png,Center\idx_220436__lot_lot13930__wafer_11.0.png
