copied_path,copied_file,folder_from_path,file_key,true_folder,final_pred,stage1_pred,stage2_pred,stage1_prob_defect,correct_1or0
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\Loc\idx_704711__lot_lot43213__wafer_18.0.png,idx_704711__lot_lot43213__wafer_18.0.png,Loc,idx_704711__lot_lot43213__wafer_18.0.png,Loc,Loc,Defect,Loc,0.9976654,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\Near-Full\idx_763251__lot_lot45579__wafer_25.0.png,idx_763251__lot_lot45579__wafer_25.0.png,Near-Full,idx_763251__lot_lot45579__wafer_25.0.png,Near-Full,Near-Full,Defect,Near-Full,1.0,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_001531__lot_lot62__wafer_7.0.png,idx_001531__lot_lot62__wafer_7.0.png,None,idx_001531__lot_lot62__wafer_7.0.png,None,None,None,Scratch,5.338935e-06,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_003748__lot_lot151__wafer_24.0.png,idx_003748__lot_lot151__wafer_24.0.png,None,idx_003748__lot_lot151__wafer_24.0.png,None,None,None,Loc,3.365814e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_006618__lot_lot266__wafer_21.0.png,idx_006618__lot_lot266__wafer_21.0.png,None,idx_006618__lot_lot266__wafer_21.0.png,None,None,None,Edge-loc,1.669806e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_245493__lot_lot15368__wafer_9.0.png,idx_245493__lot_lot15368__wafer_9.0.png,None,idx_245493__lot_lot15368__wafer_9.0.png,None,None,None,Scratch,0.014625026,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_641040__lot_lot40383__wafer_11.0.png,idx_641040__lot_lot40383__wafer_11.0.png,None,idx_641040__lot_lot40383__wafer_11.0.png,None,None,None,Edge-loc,0.006420442,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_642439__lot_lot40440__wafer_5.0.png,idx_642439__lot_lot40440__wafer_5.0.png,None,idx_642439__lot_lot40440__wafer_5.0.png,None,None,None,Scratch,0.00028275454,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_653571__lot_lot40896__wafer_23.0.png,idx_653571__lot_lot40896__wafer_23.0.png,None,idx_653571__lot_lot40896__wafer_23.0.png,None,None,None,Scratch,2.0646821e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_684211__lot_lot42381__wafer_8.0.png,idx_684211__lot_lot42381__wafer_8.0.png,None,idx_684211__lot_lot42381__wafer_8.0.png,None,None,None,Scratch,0.008048442,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_686130__lot_lot42458__wafer_15.0.png,idx_686130__lot_lot42458__wafer_15.0.png,None,idx_686130__lot_lot42458__wafer_15.0.png,None,None,None,Edge-loc,0.00020877935,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_687485__lot_lot42516__wafer_6.0.png,idx_687485__lot_lot42516__wafer_6.0.png,None,idx_687485__lot_lot42516__wafer_6.0.png,None,None,None,Edge-loc,0.00012234502,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_693721__lot_lot42769__wafer_20.0.png,idx_693721__lot_lot42769__wafer_20.0.png,None,idx_693721__lot_lot42769__wafer_20.0.png,None,None,None,Scratch,4.371465e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_702066__lot_lot43107__wafer_13.0.png,idx_702066__lot_lot43107__wafer_13.0.png,None,idx_702066__lot_lot43107__wafer_13.0.png,None,None,None,Edge-loc,0.00016831618,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_702623__lot_lot43129__wafer_21.0.png,idx_702623__lot_lot43129__wafer_21.0.png,None,idx_702623__lot_lot43129__wafer_21.0.png,None,None,None,Edge-loc,0.00013650373,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_703441__lot_lot43162__wafer_14.0.png,idx_703441__lot_lot43162__wafer_14.0.png,None,idx_703441__lot_lot43162__wafer_14.0.png,None,None,None,Edge-loc,0.04807576,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_703518__lot_lot43165__wafer_16.0.png,idx_703518__lot_lot43165__wafer_16.0.png,None,idx_703518__lot_lot43165__wafer_16.0.png,None,None,None,Edge-loc,1.2196886e-06,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_706775__lot_lot43296__wafer_24.0.png,idx_706775__lot_lot43296__wafer_24.0.png,None,idx_706775__lot_lot43296__wafer_24.0.png,None,None,None,Edge-loc,5.907578e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_712671__lot_lot43534__wafer_10.0.png,idx_712671__lot_lot43534__wafer_10.0.png,None,idx_712671__lot_lot43534__wafer_10.0.png,None,None,None,Edge-loc,0.008235459,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_713000__lot_lot43547__wafer_22.0.png,idx_713000__lot_lot43547__wafer_22.0.png,None,idx_713000__lot_lot43547__wafer_22.0.png,None,None,None,Edge-loc,1.3570151e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_715435__lot_lot43645__wafer_11.0.png,idx_715435__lot_lot43645__wafer_11.0.png,None,idx_715435__lot_lot43645__wafer_11.0.png,None,None,None,Edge-loc,0.00053005083,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_717796__lot_lot43740__wafer_20.0.png,idx_717796__lot_lot43740__wafer_20.0.png,None,idx_717796__lot_lot43740__wafer_20.0.png,None,None,None,Scratch,0.00011410465,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_721478__lot_lot43889__wafer_13.0.png,idx_721478__lot_lot43889__wafer_13.0.png,None,idx_721478__lot_lot43889__wafer_13.0.png,None,None,None,Edge-loc,5.861668e-06,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_721732__lot_lot43899__wafer_17.0.png,idx_721732__lot_lot43899__wafer_17.0.png,None,idx_721732__lot_lot43899__wafer_17.0.png,None,Edge-ring,Defect,Edge-ring,0.8568069,0
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_723031__lot_lot43951__wafer_16.0.png,idx_723031__lot_lot43951__wafer_16.0.png,None,idx_723031__lot_lot43951__wafer_16.0.png,None,None,None,Edge-loc,0.00020732428,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_738540__lot_lot44583__wafer_17.0.png,idx_738540__lot_lot44583__wafer_17.0.png,None,idx_738540__lot_lot44583__wafer_17.0.png,None,None,None,Scratch,0.00048012694,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_742546__lot_lot44746__wafer_3.0.png,idx_742546__lot_lot44746__wafer_3.0.png,None,idx_742546__lot_lot44746__wafer_3.0.png,None,None,None,Edge-loc,2.356129e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_749043__lot_lot45006__wafer_10.0.png,idx_749043__lot_lot45006__wafer_10.0.png,None,idx_749043__lot_lot45006__wafer_10.0.png,None,None,None,Edge-loc,1.956012e-06,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_750082__lot_lot45048__wafer_2.0.png,idx_750082__lot_lot45048__wafer_2.0.png,None,idx_750082__lot_lot45048__wafer_2.0.png,None,None,None,Scratch,2.100857e-06,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_752999__lot_lot45166__wafer_4.0.png,idx_752999__lot_lot45166__wafer_4.0.png,None,idx_752999__lot_lot45166__wafer_4.0.png,None,None,None,Scratch,1.6011503e-06,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_755841__lot_lot45279__wafer_21.0.png,idx_755841__lot_lot45279__wafer_21.0.png,None,idx_755841__lot_lot45279__wafer_21.0.png,None,None,None,Loc,0.084262855,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_759798__lot_lot45440__wafer_13.0.png,idx_759798__lot_lot45440__wafer_13.0.png,None,idx_759798__lot_lot45440__wafer_13.0.png,None,None,None,Edge-loc,0.000118321084,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_761330__lot_lot45502__wafer_16.0.png,idx_761330__lot_lot45502__wafer_16.0.png,None,idx_761330__lot_lot45502__wafer_16.0.png,None,None,None,Center,0.0013195593,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_764258__lot_lot45621__wafer_12.0.png,idx_764258__lot_lot45621__wafer_12.0.png,None,idx_764258__lot_lot45621__wafer_12.0.png,None,None,None,Edge-loc,0.0009209048,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_765075__lot_lot45655__wafer_8.0.png,idx_765075__lot_lot45655__wafer_8.0.png,None,idx_765075__lot_lot45655__wafer_8.0.png,None,None,None,Scratch,0.00012435715,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_765115__lot_lot45656__wafer_23.0.png,idx_765115__lot_lot45656__wafer_23.0.png,None,idx_765115__lot_lot45656__wafer_23.0.png,None,None,None,Scratch,7.466039e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_768759__lot_lot45804__wafer_15.0.png,idx_768759__lot_lot45804__wafer_15.0.png,None,idx_768759__lot_lot45804__wafer_15.0.png,None,None,None,Edge-loc,7.623765e-05,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_769160__lot_lot45820__wafer_16.0.png,idx_769160__lot_lot45820__wafer_16.0.png,None,idx_769160__lot_lot45820__wafer_16.0.png,None,None,None,Edge-loc,0.0015958969,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_770071__lot_lot45857__wafer_10.0.png,idx_770071__lot_lot45857__wafer_10.0.png,None,idx_770071__lot_lot45857__wafer_10.0.png,None,None,None,Scratch,0.00028757617,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_777356__lot_lot46158__wafer_10.0.png,idx_777356__lot_lot46158__wafer_10.0.png,None,idx_777356__lot_lot46158__wafer_10.0.png,None,None,None,Scratch,0.0001953913,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_778224__lot_lot46194__wafer_3.0.png,idx_778224__lot_lot46194__wafer_3.0.png,None,idx_778224__lot_lot46194__wafer_3.0.png,None,None,None,Scratch,0.00023226345,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_780339__lot_lot46279__wafer_16.0.png,idx_780339__lot_lot46279__wafer_16.0.png,None,idx_780339__lot_lot46279__wafer_16.0.png,None,None,None,Scratch,0.001404191,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_783951__lot_lot46425__wafer_9.0.png,idx_783951__lot_lot46425__wafer_9.0.png,None,idx_783951__lot_lot46425__wafer_9.0.png,None,None,None,Scratch,0.00070004264,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_789445__lot_lot46647__wafer_7.0.png,idx_789445__lot_lot46647__wafer_7.0.png,None,idx_789445__lot_lot46647__wafer_7.0.png,None,None,None,Center,0.032522433,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_790603__lot_lot46694__wafer_25.0.png,idx_790603__lot_lot46694__wafer_25.0.png,None,idx_790603__lot_lot46694__wafer_25.0.png,None,None,None,Edge-loc,0.00013842229,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_796804__lot_lot46945__wafer_21.0.png,idx_796804__lot_lot46945__wafer_21.0.png,None,idx_796804__lot_lot46945__wafer_21.0.png,None,None,None,Loc,0.0005476805,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_805215__lot_lot47287__wafer_16.0.png,idx_805215__lot_lot47287__wafer_16.0.png,None,idx_805215__lot_lot47287__wafer_16.0.png,None,None,None,Edge-loc,0.0043884385,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\None\idx_805974__lot_lot47318__wafer_18.0.png,idx_805974__lot_lot47318__wafer_18.0.png,None,idx_805974__lot_lot47318__wafer_18.0.png,None,None,None,Scratch,0.0024773628,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\Random\idx_642396__lot_lot40438__wafer_12.0.png,idx_642396__lot_lot40438__wafer_12.0.png,Random,idx_642396__lot_lot40438__wafer_12.0.png,Random,Random,Defect,Random,0.99999285,1
C:\Users\user\Desktop\MIR-WM811K\MIR-WM811K\Python\dataset\sample60\Scratch\idx_285651__lot_lot17441__wafer_3.0.png,idx_285651__lot_lot17441__wafer_3.0.png,Scratch,idx_285651__lot_lot17441__wafer_3.0.png,Scratch,Scratch,Defect,Scratch,0.99785894,1
